time	obs_wavelength	flux	instrument	integration	time_unit	wavelength_unit	flux_unit	redshift	dtime	rest_wavelength	integration_unit	reference	date	date_unit	time_frame	sky_flux
0.76	5643.4	5.818000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5504.682013265705	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5668.9	5.318000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5529.555208739758	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5694.5	5.188000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5554.5259461568485	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5720.1	5.175000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5579.496683573938	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5745.7	5.094000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5604.467420991026	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5771.2	5.303000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5629.3406164650805	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5796.8	4.984000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5654.31135388217	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5822.4	4.902000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5679.282091299259	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5847.9	4.490000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5704.155286773313	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5873.5	4.983000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5729.126024190403	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5899.1	4.487000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5754.096761607492	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5924.7	4.796000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5779.067499024581	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5950.2	4.520000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5803.940694498635	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5975.8	4.269000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5828.911431915724	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6001.4	4.278000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5853.882169332814	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6026.9	4.308000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5878.755364806867	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6052.5	4.362000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5903.726102223957	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6078.1	4.146000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5928.696839641047	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6103.7	4.047000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5953.667577058135	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6129.2	3.551000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5978.540772532189	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6154.8	3.785000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6003.511509949279	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6180.4	3.839000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6028.482247366368	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6205.9	3.813000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6053.355442840421	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6231.5	3.868000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6078.326180257512	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6257.1	4.096000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6103.296917674601	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6282.6	3.844000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6128.170113148655	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6308.2	3.597000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6153.140850565744	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6333.8	3.687000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6178.111587982833	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6359.4	3.571000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6203.082325399922	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6384.9	3.589000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6227.955520873976	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6410.5	3.619000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6252.926258291066	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6436.1	3.411000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6277.896995708155	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6461.6	3.625000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6302.77019118221	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6487.2	3.430000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6327.740928599298	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6512.8	3.338000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6352.711666016388	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6538.4	3.307000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6377.682403433477	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6563.9	3.084000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6402.555598907531	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6589.5	3.151000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6427.52633632462	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6615.1	3.281000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6452.49707374171	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6640.6	3.258000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6477.370269215764	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6666.2	3.147000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6502.341006632852	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6691.8	3.539000e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6527.311744049943	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
