"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"43637","SN 2019odp","23:07:19.090","+13:51:21.42","SN Ic-BL","0.014353","","","ZTF, Pan-STARRS, ATLAS, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts","ePESSTO+, ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF19abqwtfu","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","18.72","g-ZTF","2019-08-21 09:19:53.000","ZTF_AMPEL_NEW","","2019TNSTR1585....1N","2019TNSCR1595....1B, 2019TNSCR2847....1F",""
"42979","SN 2019nep","06:03:16.426","+53:36:28.85","SN Ic-BL","0.0383","","","ZTF","ZTF","ZTF","ZTF","ZTF19abpangr","P48 - ZTF-Cam","P200 - DBSP","1","1","","18.42","r-ZTF","2019-08-10 11:16:33.000","ZTF_AMPEL_NEW","","2019TNSTR1472....1N","2019TNSCR1961....1D",""
"42552","SN 2019mof","00:06:05.055","-28:00:51.27","SN Ic-BL","0.027","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS19rhi","ATLAS-MLO - ATLAS-01","ESO-NTT - EFOSC2-NTT","1","1","","18.246","orange-ATLAS","2019-08-04 13:55:12.000","ATLAS_Bot1","","2019TNSTR1407....1T","2019TNSCR1441....1A",""
"42549","SN 2019moc","23:55:45.950","+21:57:19.73","SN Ic-BL","0.0558","","","ATLAS, ZTF, GaiaAlerts","ATLAS, ZTF, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ATLAS19rgu","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P200 - DBSP","1","1","","18.54","cyan-ATLAS","2019-08-04 11:15:21.000","ATLAS_Bot1","","2019TNSTR1407....1T","2019TNSCR1505....1D",""
"41871","SN 2019loe","23:51:55.741","+10:52:49.11","SN Ic-BL","0.115","","","ZTF","ZTF","ePESSTO+","ZTF","ZTF19abeyuxt","P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","20.25","g-ZTF","2019-07-08 10:14:40.000","ZTF_AMPEL_COMPLETE","","2019TNSTR1295....1N","2019TNSCR1379....1A",""
"41557","SN 2019lci","16:31:01.620","+08:28:23.74","SN Ic-BL","0.0292","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF19abfsxpw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.15","g-ZTF","2019-07-11 07:05:55.000","ZTF_AMPEL_NEW","","2019TNSTR1202....1N","2019TNSCR1215....1D",""
"39256","SN 2019hsx","18:12:56.219","+68:21:45.21","SN Ic-BL","0.020652","","","ZTF","ZTF","ZTF","ZTF","ZTF19aawqcgy","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.62","r-ZTF","2019-06-02 07:55:12.000","ZTF_Bot1","","2019TNSTR1032....1F","2019TNSCR1033....1F",""
"38660","SN 2019gwc","16:03:26.890","+38:11:02.62","SN Ic-BL","0.038003","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF19aaxfcpq","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","19.73","r-ZTF","2019-06-04 06:42:59.000","ZTF_AMPEL_NEW","","2019TNSTR.930....1N","2019TNSCR1029....1F",""
"38146","SN 2019gcl","11:56:55.020","+22:08:31.51","SN Ic-BL","0.027","","","ZTF, ATLAS","ZTF, ATLAS","Global SN Project, ZTF","ATLAS; ZTF","ZTF19aavkvpw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","FTN - FLOYDS-N, P200 - DBSP","1","1","","17.94","r-ZTF","2019-05-30 04:28:35.000","ZTF_AMPEL_NEW","","2019TNSTR.882....1N","2019TNSCR.932....1B, 2019TNSCR2814....1F",""
"37613","SN 2019fie","09:04:50.224","+00:56:40.50","SN Ic-BL","0.076","","","ZTF","ZTF","None","ZTF","ZTF19aauvlxk","P48 - ZTF-Cam","SOAR - Goodman","1","1","","18.99","r-ZTF","2019-05-14 05:03:52.000","ZTF_AMPEL_COMPLETE","","2019TNSTR.779....1N","2019TNSCR.824....1C",""
"37230","SN 2019eto","09:49:50.515","+12:41:44.20","SN Ic-BL","0.03","NGC 3016","0.02985","ASAS-SN","ASAS-SN","ASAS-SN","ASAS-SN","ASASSN-19ma","ASASSN-1 - Brutus, ASASSN-3 - Paczynski","LT - SPRAT","1","1","","17.134","g-Sloan","2019-05-07 07:56:38.000","Bersier","","2019TNSTR.722....1B","2019TNSCR.825....1B",""
"35774","SN 2019cqr","16:54:10.474","+61:11:42.42","SN Ic-BL","0.1","","","ATLAS, ZTF","ATLAS, ZTF","SCAT","ATLAS; ZTF","ATLAS19els","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","19.116","orange-ATLAS","2019-03-30 14:12:28.000","ATLAS_Bot1","","2019TNSTR.473....1T","2019TNSCR.514....1T",""
"35173","SN 2019but","13:24:07.052","+08:55:35.88","SN Ic-BL","0.15","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","ePESSTO","ATLAS; Pan-STARRS","ATLAS19dyx","ATLAS-MLO - ATLAS-01, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.115","orange-ATLAS","2019-03-14 12:27:21.000","ATLAS_Bot1","","2019TNSTR.383....1T","2019TNSCR.417....1B",""
"34616","SN 2019azq","15:16:39.560","-07:23:33.32","SN Ic-BL","0.034","","","ATLAS, GaiaAlerts, ZTF","ATLAS, GaiaAlerts, ZTF","Padova-Asiago","ATLAS; GaiaAlerts; ZTF","ATLAS19dkk","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","Ekar - AFOSC","1","1","","18.216","orange-ATLAS","2019-02-22 13:26:24.000","ATLAS_Bot1","","2019TNSTR.267....1T","2019TNSCR.313....1V",""
"33678","SN 2019qg","13:41:01.790","+38:59:09.74","SN Ic-BL","0.08","","","ZTF, ATLAS","ZTF, ATLAS","SCAT","ATLAS; ZTF","ZTF18aacdbzx","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","19.74","g-ZTF","2019-01-08 11:49:37.000","ZTF_AMPEL_NEW","","2019TNSTR..74....1N","2019TNSCR..97....1P",""
"32663","SN 2018kqr","08:50:03.608","+55:10:09.53","SN Ic-BL","0.045","","","Pan-STARRS, ZTF","Pan-STARRS, ZTF","ZTF","Pan-STARRS; ZTF","PS18ckp","P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","19.97","w-P1","2018-12-17 12:36:00.000","PS1_Bot1","","2018TNSTR1973....1C","2020TNSCR2316....1D",""
"32349","SN 2018keq","23:22:41.965","+21:00:43.26","SN Ic-BL","0.04","","","ZTF","ZTF","ZTF","ZTF","ZTF18acxgoki","P48 - ZTF-Cam","","1","1","","19.0308","r-ZTF","2018-12-17 02:13:51.000","ZTF_AMPEL_NEW","","2018TNSTR1951....1N","2019TNSCR..32....1F",""
"31405","SN 2018ium","10:10:31.700","+10:02:37.03","SN Ic-BL","0.03167","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF18achdzwk","Gaia - Gaia-photometric, P48 - ZTF-Cam","","1","1","","19.4667","r-ZTF","2018-11-10 12:55:53.000","ZTF_AMPEL_NEW","","2018TNSTR1809....1N","2019TNSCR.489....1F",""
"30806","SN 2018hxo","21:09:05.805","+14:32:27.72","SN Ic-BL","0.048","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS18wan","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","18.36","orange-ATLAS","2018-09-25 09:54:43.000","ATLAS_Bot1","","2018TNSTR1713....1T","2020TNSCR1924....1D",""
"30665","SN 2018hsf","02:40:12.772","-19:58:44.94","SN Ic-BL","0.119","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18acbvpzj","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.42","r-ZTF","2018-10-31 08:00:57.000","ZTF_Bot1","","2018TNSTR1674....1F","2018TNSCR1877....1F",""
"30567","SN 2018hom","22:59:22.950","+08:45:04.64","SN Ic-BL","0.0362","","","ATLAS, GaiaAlerts, ZTF","ATLAS, GaiaAlerts, ZTF","ZTF","ATLAS; GaiaAlerts; ZTF","ATLAS18xyr","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.291","orange-ATLAS","2018-10-24 10:20:38.000","ATLAS_Bot1","","2018TNSTR1634....1T","2018TNSCR1720....1F",""
"29993","SN 2018gsy","06:19:14.609","+60:56:22.60","SN Ic-BL","0.073","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abvfjwt","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.35","g-ZTF","2018-09-13 10:52:19.000","ZTF_Bot1","","2018TNSTR1436....1F","2020TNSCR1667....1D",""
"29755","SN 2018gju","00:08:11.786","-04:17:06.81","SN Ic-BL","0.05","","","ATLAS","ATLAS","ePESSTO","ATLAS","ATLAS18vhr","ATLAS-MLO - ATLAS-01","ESO-NTT - EFOSC2-NTT","1","1","","19.344","orange-ATLAS","2018-09-15 11:49:55.000","ATLAS_Bot1","","2018TNSTR1390....1T","2018TNSCR1410....1G",""
"29729","SN 2018giu","20:27:49.216","+09:54:51.90","SN Ic-BL","0.026","","","ATLAS","ATLAS","ePESSTO","ATLAS","ATLAS18vgb","ATLAS-MLO - ATLAS-01","ESO-NTT - EFOSC2-NTT","1","1","","18.726","orange-ATLAS","2018-09-15 08:52:48.000","ATLAS_Bot1","","2018TNSTR1384....1T","2018TNSCR1403....1W",""
"29620","SN 2018gep","16:43:48.201","+41:02:43.38","SN Ic-BL","0.032","SDSS J164348.22+410243.3","0.033","ZTF, ATLAS","ZTF, ATLAS","Global SN Project","ATLAS","ZTF18abukavn","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","FTN - FLOYDS-N","1","1","","20.48","r-ZTF","2018-09-09 03:55:17.000","Ho","","2018TNSTR1357....1H","2018TNSCR1442....1B",""
"29047","SN 2018fip","16:54:15.750","-54:02:39.27","SN Ic-BL","0.117","","","MASTER","MASTER","STARGATE","MASTER","MASTER OT J165415.75-540239.27","Other - Other","VLT-UT2 - X-Shooter","1","1","2018-08-25","14.5","Clear-","2018-07-28 17:29:38.000","Lipunov","","2018TNSTR1245....1L","2018TNSCR1249....1S",""
"28651","SN 2018etk","15:17:02.530","+03:56:38.80","SN Ic-BL","0.04415","","","ATLAS, ZTF, GaiaAlerts","ATLAS, ZTF, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ATLAS18thw","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P200 - DBSP, P60 - SEDM","1","1","","18.517","orange-ATLAS","2018-08-06 07:16:19.000","ATLAS_Bot1","","2018TNSTR1123....1T","2018TNSCR1169....1F, 2020TNSCR2234....1D",""
"28442","SN 2018ell","16:49:57.015","+27:38:26.78","SN Ic-BL","0.0638","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF18abhhnnv","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.81","r-ZTF","2018-07-19 06:27:21.000","ZTF_Bot1","","2018TNSTR1058....1F","2018TNSCR1072....1F, 2020TNSCR1667....1D",""
"27170","SN 2018cow","16:16:00.220","+22:16:04.91","SN Ic-BL","0","","","ATLAS, ZTF, GaiaAlerts","ATLAS, ZTF, GaiaAlerts","ZTF, None","ATLAS; GaiaAlerts; ZTF","ATLAS18qqn","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","Keck1 - LRIS, P60 - SEDM","1","1","","14.739","orange-ATLAS","2018-06-16 10:35:02.000","ATLAS_Bot1","","2018TNSTR.838....1T","2018TNSCR.873....1F, 2018TNSCR2189....1H, 2020TNSCR1480....1H",""
"26665","SN 2018bvw","11:52:43.621","+25:40:30.12","SN Ic-BL","0.054","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaqjovh","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.65","r-ZTF","2018-05-05 04:04:48.000","ZTF_Bot1","","2018TNSTR.691....1F","2019TNSCR.892....1F",""
"25278","SN 2018yg","12:25:58.523","+04:28:26.85","SN Ic-BL","0.018469","ARK 364","0.018469","ASAS-SN, ATLAS","ASAS-SN, ATLAS","ASAS-SN","ASAS-SN; ATLAS","ASASSN-18dr","ASASSN-4 - Leavitt, ASASSN-5 - Payne-Gaposchkin, ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","MDM-2.4 - OSMOS","1","1","","17.2","g-Sloan","2018-02-23 05:16:48.000","Stanek","","2018TNSTR.266....1S","2018TNSCR.306....1P",""
"24916","SN 2018kq","09:24:57.173","+40:23:55.14","SN Ic-BL","0.027","KUG 0921+406","0.027804","ASAS-SN","ASAS-SN","iPTF","ASAS-SN","ASASSN-18bj","ASASSN-4 - Leavitt","P60 - SEDM","1","1","","17.7","g-Sloan","2018-01-24 07:55:12.000","Stanek","","2018TNSTR.111....1K","2018TNSCR.120....1N",""
"24850","SN 2018if","09:14:23.840","+49:35:32.90","SN Ic-BL","0.031","SDSS J091423.85+493533.4","","TNTS","TNTS","TNTS","TNTS","","BAO-0.6m - BATC","Lijiang-2.4m - YFOSC","1","1","","17.6","Clear-","2018-01-18 19:12:00.000","Li","","2018TNSTR..88....1X","2018TNSCR.104....1Z",""
"24849","SN 2018ie","10:54:01.040","-16:01:21.58","SN Ic-BL","","NGC 3456","","LOSS, GaiaAlerts","LOSS, GaiaAlerts","None","GaiaAlerts; LOSS","kait-18A","Gaia - Gaia-photometric, Other - Other","BAO-2.16m - Cassegrain","1","1","","16.8","Clear-","2018-01-18 12:06:10.000","Zheng","","2018TNSTR..85....1T","2018TNSCR..94....1L",""
"23880","SN 2017ixv","19:21:31.240","+61:08:51.76","SN Ic-BL","0.007302","NGC 6796","","","","None, Padova-Asiago","","","Other - Other","Ekar - BC-Ekar, Other - Other","1","1","","16","Clear-","2017-12-17 19:55:12.000","cortini","","2017TNSTR1423....1C","2017TNSCR1435....1L, 2017TNSCR1557....1B",""
"23788","SN 2017iuk","11:09:39.510","-12:35:18.49","SN Ic-BL","0.0368"," 2MASX J11093966-1235116","0.0368","HETH, GaiaAlerts, Pan-STARRS","HETH, GaiaAlerts, Pan-STARRS","HETH","GaiaAlerts; HETH; Pan-STARRS; STARGATE","HETH-SN1","Gaia - Gaia-photometric, GTC - OSIRIS, PS1 - GPC1","GTC - OSIRIS","1","1","","18.72","r-Sloan","2017-12-07 06:05:00.000","de Ugarte Postigo","","2017TNSTR1383....1P","2017TNSCR1387....1P",""
"23363","SN 2017ifh","06:35:03.541","+50:26:27.65","SN Ic-BL","0.039","2MASX J06350438+5026278","","TNTS, ATLAS","TNTS, ATLAS","None","ATLAS; TNTS","","ATLAS-MLO - ATLAS-01, BAO-0.6m - BATC","Keck1 - LRIS","1","1","","18","Clear-","2017-11-15 18:00:00.000","Li","","2017TNSTR1266....1Z","2017TNSCR1329....1J",""
"23059","SN 2017htp","04:26:19.460","-10:27:45.90","SN Ic-BL","0.328","PSOJ042619.553-102745.801","0.328","STARGATE","STARGATE","STARGATE","STARGATE","GRB171010A SN","VLT-UT3 - VIMOS","VLT-UT2 - X-Shooter","1","1","","21.8","R-Cousins","2017-11-01 06:00:00.000","Malesani","","2017TNSTR1207....1P","2017TNSCR1209....1P",""
"19828","SN 2017dcc","12:49:04.880","-12:12:22.57","SN Ic-BL","0.043","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO","ATLAS; GaiaAlerts","ATLAS17eac","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","17.07","orange-ATLAS","2017-04-16 10:48:00.000","ATLAS_Bot1","","2017TNSTR.440....1T","2017TNSCR.468....1G",""
"18343","SN 2017axg","12:36:30.720","+51:38:39.84","SN Ic-BL","0.0586","","","ATLAS, GaiaAlerts, iPTF, Pan-STARRS","ATLAS, GaiaAlerts, iPTF, Pan-STARRS","iPTF","ATLAS; GaiaAlerts; iPTF; Pan-STARRS","ATLAS17bcb","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - CFH12k, PS1 - GPC1","P200 - DBSP","1","1","","18.99","cyan-ATLAS","2017-02-02 12:46:04.000","ATLAS_Bot1","","2017TNSTR.205....1T","2021TNSCR2382....1S",""
"17121","SN 2017cw","09:03:38.377","+43:05:50.28","SN Ic-BL","0.093","","","iPTF","iPTF","iPTF","iPTF","iPTF17cw","P48 - CFH12k","Keck1 - LRIS","1","1","2019-01-07","19.554","R-PTF","2017-01-07 07:39:21.000","iPTF_Bot1","","2019TNSTR..38....1K","2021TNSCR2382....1S",""
"16889","SN 2016jca","06:06:51.430","-26:47:29.50","SN Ic-BL","0.1475","","0.1475","","","None","","SN-GRB161219B","VLT-UT1 - FORS2","VLT-UT1 - FORS2","1","1","","19","r-Sloan","2016-12-25 23:00:00.000","Pian","","2016TNSTR1090....1P","2016TNSCR1094....1P",""
"16511","SN 2016ino","17:22:44.400","+62:09:44.17","SN Ic-BL","0.031","NGC6365A","","GaiaAlerts","GaiaAlerts","None","GaiaAlerts","","Gaia - Gaia-photometric, Other - Other","Other - Other","1","1","","17.8","Clear-","2016-11-25 18:01:26.000","Arbour","","2016TNSTR.956....1A","2016TNSCR1031....1L",""
"16454","SN 2016ilj","00:55:16.320","+12:19:10.99","SN Ic-BL","0.039451","","","GaiaAlerts, iPTF, Pan-STARRS","GaiaAlerts, iPTF, Pan-STARRS","iPTF","GaiaAlerts; iPTF; Pan-STARRS","Gaia16byz","Gaia - Gaia-photometric, P48 - CFH12k, PS1 - GPC1","NOT - ALFOSC","1","1","","18.11","G-Gaia","2016-11-27 22:07:40.000","Gaia_Bot1","","2016TNSTR.975....1D","2021TNSCR2382....1S",""
"15175","SN 2016gox","00:12:28.230","+32:45:02.34","SN Ic-BL","0.042029","","","Pan-STARRS, iPTF","Pan-STARRS, iPTF","iPTF","iPTF; Pan-STARRS","PS16fcy","P48 - CFH12k, PS1 - GPC1","P200 - DBSP","1","1","","19.64","i-Sloan","2016-10-10 07:33:36.000","PS1_Bot1","","2016TNSTR.931....1C","2021TNSCR2382....1S",""
"12440","SN 2016coi","21:59:04.100","+18:11:10.70","SN Ic-BL","0.0036","UGC 11868","0.003646","ASAS-SN, GaiaAlerts, iPTF","ASAS-SN, GaiaAlerts, iPTF","NUTS","ASAS-SN; GaiaAlerts; iPTF","ASASSN-16fp","ASASSN-1 - Brutus, Gaia - Gaia-photometric, P48 - CFH12k","NOT - ALFOSC","1","1","","15.7","V-Johnson","2016-05-27 12:57:36.000","Stanek","","2016TNSTR.379....1S","2016TNSCR.766....1E",""
"10018","SN 2016P","13:57:31.100","+06:05:51.00","SN Ic-BL","0.0146","NGC 5374","","RANSSP","RANSSP","None","","","Other - Other","Lijiang-2.4m - YFOSC","1","1","","16","Clear-","2016-01-19 04:36:28.000","Duszanowicz","","2016TNSTR..33....1D","2016TNSCR..40....1Z",""
"10008","SN 2016G","03:03:57.700","+43:24:03.60","SN Ic-BL","0.009","NGC 1171","","GaiaAlerts","GaiaAlerts","None","GaiaAlerts","","Gaia - Gaia-photometric, Other - Other","Lijiang-2.4m - YFOSC","1","1","","17.2","Clear-","2016-01-09 22:26:24.000","Grzegorzek","","2016TNSTR...8....1G","2016TNSCR..12....1Z",""
